index	representative	orbit_size	orbit_words
570	1112123423342344	16	1112123423342344,1121234233412434,1212341324123344,1123412231233444,1234121312324434,1231213123244344,1212131232443434,1121312324434234,1213123244341234,1121232433412344,1212314324123434,1123142231234344,1231421312342434,1213213123424344,1122131234243434,1211312342434234
571	1112123423342434	16	1112123423342434,1121234233414234,1212341324132344,1123412231323444,1234121312234434,1231213122344344,1212131223443434,1121312234434234,1213122344341234,1121223433412344,1212134324123434,1121342231234344,1213421312342434,1123213123424344,1231121234243434,1211212342334344
572	1112123423344234	16	1112123423344234,1121234233441234,1212341324312344,1123412233123444,1234121321234434,1231213212344344,1212132123443434,1121321234434234,1213212344341234,1122123433412344,1211234324123434,1112342231234344,1123421312342434,1234112123423344,1231121234233444,1211212342334434
573	1112123423423344	16	1112123423423344,1121234234132434,1212341341223344,1123412312233444,1234123121324434,1231231213244344,1212312132443434,1123121324434234,1231213244341234,1212132433412344,1121324324123434,1213243141234234,1122331412342344,1213214123423434,1122131234234344,1211312342342434
574	1112123423423434	16	1112123423423434,1121234234134234,1212341341232344,1123412312323444,1234123123124434,1231231231244344,1212312312443434,1123123124434234,1231231244341234,1212312433412344,1123124324123434,1231243141234234,1212331412342344,1123214123423434,1231141234234234,1211312342342344
575	1112123423432344	16	1112123423432344,1121234234312434,1212341342123344,1123412321233444,1234123112324434,1231231123244344,1212311232443434,1123112324434234,1231123244341234,1211232433412344,1112324324123434,1123243141234234,1231421312342344,1213213123423444,1122131234234434,1211312342344234
576	1112123423432434	16	1112123423432434,1121234234314234,1212341342132344,1123412321323444,1234123112234434,1231231122344344,1212311223443434,1123112234434234,1231122344341234,1211223433412344,1112234324123434,1122343141234234,1213421312342344,1123213123423444,1231121234234434,1211212342343344
577	1112123423434234	16	1112123423434234,1121234234341234,1212341342312344,1123412323123444,1234123121234434,1231231212344344,1212312123443434,1123121234434234,1231212344341234,1212123433412344,1121234324123434,1212343141234234,1123421312342344,1234112123423434,1231121234234344,1211212342343434
578	1112123432324344	16	1112123432324344,1121234323142434,1212343121423344,1123421213233444,1234112132324434,1231121323244344,1211213232443434,1112132324434234,1121323244341234,1213231442312344,1122314323123444,1213142231234434,1121322312344344,1213213123442434,1122131234423344,1211312344232434
579	1112123432324434	16	1112123432324434,1121234323144234,1212343121432344,1123421213323444,1234112132234434,1231121322344344,1211213223443434,1112132234434234,1121322344341234,1213213442312344,1122134323123444,1211342231234434,1112322312344344,1123213123442434,1231121234423344,1211212343233444
580	1112123432342344	16	1112123432342344,1121234323412434,1212343124123344,1123421231233444,1234112312324434,1231123123244344,1211231232443434,1112312324434234,1123123244341234,1231231442312344,1212314323123444,1123142231234434,1231421312344234,1213213123442344,1122131234423434,1211312344234234
581	1112123432342434	16	1112123432342434,1121234323414234,1212343124132344,1123421231323444,1234112312234434,1231123122344344,1211231223443434,1112312234434234,1123122344341234,1231213442312344,1212134323123444,1121342231234434,1213421312344234,1123213123442344,1231121234423434,1211212343234344
582	1112123432344234	16	1112123432344234,1121234323441234,1212343124312344,1123421233123444,1234112321234434,1231123212344344,1211232123443434,1112321234434234,1123212344341234,1231123442312344,1211234323123444,1112342231234434,1123421312344234,1234112123432344,1231121234323444,1211212343234434
583	1112123432432344	16	1112123432432344,1121234324312434,1212343142123344,1123421321233444,1234112212334434,1231122123344344,1211221233443434,1112212334434234,1122123344341234,1211233442312344,1112324323123444,1123243121234434,1231421212343344,1213212123433444,1122121234334434,1211212343344234
584	1112123432432434	16	1112123432432434,1121234324314234,1212343142132344,1123421321323444,1234112213234434,1231122132344344,1211221323443434,1112213234434234,1122132344341234,1211323442312344,1112234323123444,1122343121234434,1213421212343344,1123212123433444,1231121234324434,1211212343243344
585	1112123432434234	16	1112123432434234,1121234324341234,1212343142312344,1123421323123444,1234112231234434,1231122312344344,1211223123443434,1112231234434234,1122312344341234,1213123442312344,1121234323123444,1212343121234434,1123421212343344,1234112123432434,1231121234324344,1211212343243434
586	1112123434223344	16	1112123434223344,1121234342132434,1212343411223344,1123423112233444,1234121122334434,1231211223344344,1212112233443434,1121122334434234,1211223344341234,1112233442312344,1122334412123434,1213243121234344,1122331212343444,1213212123434434,1122121234343344,1211212343432434
587	1112123434223434	16	1112123434223434,1121234342134234,1212343411232344,1123423112323444,1234121123234434,1231211232344344,1212112323443434,1121123234434234,1211232344341234,1112323442312344,1123234412123434,1231243121234344,1212331212343444,1123212123434434,1231121234344234,1211212343432344
588	1112123434232344	16	1112123434232344,1121234342312434,1212343412123344,1123423121233444,1234121212334434,1231212123344344,1212121233443434,1121212334434234,1212123344341234,1121233442312344,1212334412123434,1123243121234344,1231421212343434,1213212123434344,1122121234343434,1211212343434234
589	1112123434232434	16	1112123434232434,1121234342314234,1212343412132344,1123423121323444,1234121213234434,1231212132344344,1212121323443434,1121213234434234,1212132344341234,1121323442312344,1213234412123434,1122343121234344,1213421212343434,1123212123434344,1231121234342434,1211212343423344
590	1112123434234234	16	1112123434234234,1121234342341234,1212343412312344,1123423123123444,1234121231234434,1231212312344344,1212123123443434,1121231234434234,1212312344341234,1123123442312344,1231234412123434,1212343121234344,1123421212343434,1234112123434234,1231121234342344,1211212343423434
591	1112132232433444	16	1112132232433444,1121322314324434,1213213142243344,1122131422333444,1211314223324434,1112132233244344,1121322331442434,1213213214423344,1122132143233444,1211321432324434,1112213323244344,1122133231442434,1211322314423344,1112223143233444,1122131432324434,1211314223243344
592	1112132232434344	16	1112132232434344,1121322314342434,1213213142423344,1122131423233444,1211314232324434,1112132323244344,1121323231442434,1213231214423344,1122312143233444,1213121432324434,1121213323244344,1212133231442434,1121322314423344,1213213144232434,1122131432324344,1211314223243434
593	1112132232434434	16	1112132232434434,1121322314344234,1213213142432344,1122131423323444,1211314232234434,1112132322344344,1121323213442434,1213231124423344,1122311243233444,1213112432324434,1121123323244344,1211233231442434,1112322314423344,1123213144232434,1231121432324344,1211213323243444
594	1112132233243444	16	1112132233243444,1121322331424434,1213213214243344,1122132142333444,1211321423324434,1112213233244344,1122132331442434,1211323214423344,1112232143233444,1122311432324434,1213114223243344,1121132232433444,1211322314324434,1112223143243344,1122131432432434,1211314223324344
595	1112132233423444	16	1112132233423444,1121322334124434,1213213241243344,1122132412333444,1211324123324434,1112231233244344,1122312331442434,1213123214423344,1121232143233444,1212311432324434,1123114223243344,1231142231432434,1211322314324344,1112223143243434,1122131432434234,1211314223342344
596	1112132233424344	16	1112132233424344,1121322334142434,1213213241423344,1122132413233444,1211324132324434,1112231323244344,1122313231442434,1213122314423344,1121223143233444,1212131432324434,1121314223243344,1213142231432434,1121322314324344,1213213142243434,1122131422334344,1211314223342434
597	1112132233424434	16	1112132233424434,1121322334144234,1213213241432344,1122132413323444,1211324132234434,1112231322344344,1122313213442434,1213122134423344,1121221343233444,1212113432324434,1121134223243344,1211342231432434,1112322314324344,1123213142243434,1231121422334344,1211213223343444
598	1112132233442344	16	1112132233442344,1121322334412434,1213213244123344,1122132431233444,1211324312324434,1112233123244344,1122331231442434,1213212314423344,1122123143233444,1211231432324434,1112314223243344,1123142231432434,1231421314223344,1213213142233444,1122131422334434,1211314223344234
599	1112132233442434	16	1112132233442434,1121322334414234,1213213244132344,1122132431323444,1211324312234434,1112233122344344,1122331213442434,1213212134423344,1122121343233444,1211213432324434,1112134223243344,1121342231432434,1213421314223344,1123213142233444,1231121422334434,1211213223344344
600	1112132234233444	16	1112132234233444,1121322341324434,1213213412243344,1122134122333444,1211341223324434,1112312233244344,1123122331442434,1231213214423344,1212132143233444,1121321432324434,1213214323144234,1122133231442344,1211322314423434,1112223143234344,1122131432342434,1211314223423344
601	1112132234234344	16	1112132234234344,1121322341342434,1213213412423344,1122134123233444,1211341232324434,1112312323244344,1123123231442434,1231231214423344,1212312143233444,1123121432324434,1231214323144234,1212133231442344,1121322314423434,1213213144234234,1122131432342344,1211314223423434
602	1112132234234434	16	1112132234234434,1121322341344234,1213213412432344,1122134123323444,1211341232234434,1112312322344344,1123123213442434,1231231124423344,1212311243233444,1123112432324434,1231124323144234,1211233231442344,1112322314423434,1123213144234234,1231121432342344,1211213323423444
603	1112132234243344	16	1112132234243344,1121322341432434,1213213414223344,1122134132233444,1211341222334434,1112312223344344,1123122133442434,1231211324423344,1212113243233444,1121132432324434,1211324323144234,1112233231442344,1122331214423434,1213212143234344,1122121332343444,1211213323424434
604	1112132234243434	16	1112132234243434,1121322341434234,1213213414232344,1122134132323444,1211341223234434,1112312232344344,1123122313442434,1231213124423344,1212131243233444,1121312432324434,1213124323144234,1121233231442344,1212331214423434,1123212143234344,1231121432342434,1211213323424344
605	1112132234323444	16	1112132234323444,1121322343124434,1213213421243344,1122134212333444,1211342123324434,1112321233244344,1123212331442434,1231123214423344,1211232143233444,1112321432324434,1123214323144234,1231142231432344,1211322314323444,1112223143234434,1122131432344234,1211314223432344
606	1112132234324344	16	1112132234324344,1121322343142434,1213213421423344,1122134213233444,1211342132324434,1112321323244344,1123213231442434,1231122314423344,1211223143233444,1112231432324434,1122314323144234,1213142231432344,1121322314323444,1213213142234434,1122131422343344,1211314223432434
607	1112132234324434	16	1112132234324434,1121322343144234,1213213421432344,1122134213323444,1211342132234434,1112321322344344,1123213213442434,1231122134423344,1211221343233444,1112213432324434,1122134323144234,1211342231432344,1112322314323444,1123213142234434,1231121422343344,1211213223433444
608	1112132234342344	16	1112132234342344,1121322343412434,1213213424123344,1122134231233444,1211342312324434,1112323123244344,1123231231442434,1231212314423344,1212123143233444,1121231432324434,1212314323144234,1123142231432344,1231421314223434,1213213142234344,1122131422343434,1211314223434234
