class_index	representative_index_a	representative_index_b	w_global_index_a	w_word_a	transpose_word_a	value_a	status_a	double_trident_a	warning_a	active_term_count_a	discharged_term_count_a	elapsed_sec_a	w_global_index_b	w_word_b	transpose_word_b	value_b	status_b	double_trident_b	warning_b	active_term_count_b	discharged_term_count_b	elapsed_sec_b	double_trident_profile
15	27	1376	28	1111222324343434	1234123141223344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.078	3255	1112341232423344	1231114223243434	-1	fallback_evaluated_by_x_component_coloring	no		1	6	4.267	neither
16	29	1326	31	1111222332344344	1234123124312434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.522	3072	1112324123423434	1231121432243344	-1	fallback_evaluated_by_x_component_coloring	no		1	8	8.812	neither
17	31	1521	33	1111222332433444	1234123124134234	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	3	3	7.685	9795	1123123412423434	1211322143243344	-1	fallback_evaluated_by_x_component_coloring	no		1	9	12.151	first_orientation_only
18	33	1374	35	1111222332434434	1234123124132344	1	fallback_evaluated_by_x_component_coloring	no		2	1	0.132	3253	1112341232342434	1231114223324344	-1	fallback_evaluated_by_x_component_coloring	no		1	7	6.539	neither
19	35	1373	37	1111222332443434	1234123124123344	-1	fallback_evaluated_by_x_component_coloring	no		2	1	0.211	3252	1112341232342344	1231114223324434	1	fallback_evaluated_by_x_component_coloring	no		1	7	7.039	neither
20	37	1198	42	1111222333423444	1234123123144234	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.510	2358	1112312342342344	1231142213324434	1	fallback_evaluated_by_x_component_coloring	no		1	8	9.599	neither
21	38	1502	43	1111222333424344	1234123123142434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.597	5136	1121234234123344	1213211322443434	-1	fallback_evaluated_by_x_component_coloring	no		1	8	10.130	neither
22	39	1404	44	1111222333424434	1234123123142344	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.602	3422	1112342341232434	1231112224334344	-1	fallback_evaluated_by_x_component_coloring	no		1	8	10.334	neither
23	40	574	45	1111222333442344	1234123123124434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.103	690	1112123423423434	1231421132243344	1	fallback_evaluated_by_x_component_coloring	no		1	7	8.011	neither
24	42	407	47	1111222333444234	1234123123123444	-1	fallback_evaluated_by_x_component_coloring	no		1	0	0.030	462	1111234234234234	1234111222333444	1	fallback_evaluated_by_x_component_coloring	no		1	6	4.469	neither
25	43	1459	48	1111222334233444	1234123121434234	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	5	0.741	4481	1121231234234344	1213214321432434	-1	fallback_evaluated_by_x_component_coloring	no		1	8	9.025	first_orientation_only
26	44	903	49	1111222334234344	1234123121432434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.636	1511	1112231234234344	1231214321432434	-1	fallback_evaluated_by_x_component_coloring	no		1	7	5.709	neither
27	45	1241	50	1111222334234434	1234123121432344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.068	2489	1112321234234344	1231124321432434	-1	fallback_evaluated_by_x_component_coloring	no		1	6	2.966	neither
28	47	1372	52	1111222334243434	1234123121423344	-1	fallback_evaluated_by_x_component_coloring	no		2	2	0.079	3250	1112341232324344	1231114223342434	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.230	neither
29	51	573	56	1111222334342344	1234123121324434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.047	689	1112123423423344	1231421132243434	1	fallback_evaluated_by_x_component_coloring	no		2	5	5.639	neither
30	53	406	58	1111222334344234	1234123121323444	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.011	461	1111234234232434	1234111222334344	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.601	neither
31	54	1415	59	1111222334423344	1234123121243434	1	fallback_evaluated_by_x_component_coloring	no		2	1	0.028	3962	1121212342343434	1213243114223344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	2.913	neither
32	55	756	60	1111222334423434	1234123121243344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.061	992	1112212342343434	1231243114223344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.012	neither
33	57	1407	62	1111222334432434	1234123121234344	1	fallback_evaluated_by_x_component_coloring	no		1	0	0.005	3429	1112342342312344	1231112223344434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.521	neither
34	61	1020	66	1111222342334434	1234123114232344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.053	1797	1112232344123434	1231213212443344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.874	neither
35	62	891	67	1111222342343344	1234123114223434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.050	1469	1112223434123434	1231231122443344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.831	neither
36	63	869	68	1111222342343434	1234123114223344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.211	1413	1112223344123434	1231231212443344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.856	neither
37	64	1350	69	1111222343233444	1234123112434234	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.048	3145	1112324234123434	1231121322443344	-1	fallback_evaluated_by_x_component_coloring	no		1	7	5.259	neither
38	65	904	70	1111222343234344	1234123112432434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.035	1512	1112231234234434	1231214321432344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	4.072	neither
39	70	1399	75	1111222343324344	1234123112342434	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.008	3411	1112342324123434	1231112232443344	1	fallback_evaluated_by_x_component_coloring	no		1	6	4.643	neither
40	72	575	77	1111222343342344	1234123112324434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.007	691	1112123423432344	1231421132234434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.306	neither
41	76	755	81	1111222343423434	1234123112243344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.778	991	1112212342343344	1231243114223434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.111	neither
42	78	1158	83	1111222343432434	1234123112234344	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.003	2237	1112234342123434	1231211223443344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.161	neither
43	80	1511	86	1111223223343444	1234121342314234	-1	fallback_evaluated_by_x_component_coloring	no		1	2	3.328	5964	1121323412342434	1213122143324344	1	fallback_evaluated_by_x_component_coloring	no		1	9	14.717	neither
44	88	1494	95	1111223224334344	1234121341232434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.679	5076	1121234132342344	1213211423324434	-1	fallback_evaluated_by_x_component_coloring	no		2	7	9.659	neither
45	89	1370	96	1111223224334434	1234121341232344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.118	3240	1112341223423434	1231114232243344	1	fallback_evaluated_by_x_component_coloring	no		1	7	8.333	neither
46	91	1369	98	1111223224343434	1234121341223344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.062	3239	1112341223423344	1231114232243434	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.509	neither
47	93	1325	101	1111223232344344	1234121324312434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.081	3071	1112324123423344	1231121432243434	-1	fallback_evaluated_by_x_component_coloring	no		1	7	5.256	neither
48	97	1367	105	1111223232434434	1234121324132344	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.079	3237	1112341223342434	1231114232324344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.108	neither
49	99	1366	107	1111223232443434	1234121324123344	-1	fallback_evaluated_by_x_component_coloring	no		2	2	0.094	3236	1112341223342344	1231114232324434	1	fallback_evaluated_by_x_component_coloring	no		1	6	2.889	neither
50	100	1513	109	1111223233243444	1234121323414234	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.266	5975	1121323414234234	1213122142333444	1	fallback_evaluated_by_x_component_coloring	no		1	8	10.816	neither
51	101	1500	110	1111223233244344	1234121323412434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.328	5122	1121234231423434	1213211324243344	-1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	11	3.904	second_orientation_only
52	102	1393	111	1111223233244434	1234121323412344	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.445	3383	1112342314234234	1231112242333444	-1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	11	4.188	second_orientation_only
53	103	1196	112	1111223233423444	1234121323144234	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.084	2356	1112312342324344	1231142213342434	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	10	1.667	second_orientation_only
54	104	1499	113	1111223233424344	1234121323142434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.096	5121	1121234231423344	1213211324243434	-1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	10	1.811	second_orientation_only
55	105	1392	114	1111223233424434	1234121323142344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.072	3382	1112342314232434	1231112242334344	-1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	10	1.537	second_orientation_only
56	106	566	115	1111223233442344	1234121323124434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.044	682	1112123423243434	1231421132423344	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	9	0.278	second_orientation_only
57	108	402	117	1111223233444234	1234121323123444	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.006	457	1111234232434234	1234111223233444	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.293	neither
58	116	1308	125	1111223234324434	1234121321342344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.016	3007	1112323421234344	1231122134432434	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.212	neither
59	117	565	126	1111223234342344	1234121321324434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.252	681	1112123423243344	1231421132423434	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	8	0.069	second_orientation_only
60	118	1075	127	1111223234342434	1234121321324344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.052	2029	1112233421234344	1231212134432434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.837	neither
61	119	401	128	1111223234344234	1234121321323444	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.009	456	1111234232432434	1234111223234344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.516	neither
62	120	1341	129	1111223234423344	1234121321243434	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.108	3119	1112324231234344	1231121324432434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	0.876	neither
63	121	754	130	1111223234423434	1234121321243344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.825	990	1112212342334434	1231243114232344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.103	neither
64	125	1506	134	1111223242333444	1234121314234234	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.502	5424	1121314234234234	1213141222333444	-1	fallback_evaluated_by_x_component_coloring	no		1	8	10.810	neither
65	126	1493	135	1111223242334344	1234121314232434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.154	5074	1121234132324344	1213211423342434	-1	fallback_evaluated_by_x_component_coloring	no		2	7	7.576	neither
66	127	1365	136	1111223242334434	1234121314232344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.055	3232	1112341223243434	1231114232423344	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.790	neither
67	130	1460	139	1111223243233444	1234121312434234	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.054	4484	1121231234243434	1213214321423344	1	fallback_evaluated_by_x_component_coloring	no		2	6	7.705	neither
68	131	906	140	1111223243234344	1234121312432434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.042	1514	1112231234243434	1231214321423344	1	fallback_evaluated_by_x_component_coloring	no		2	5	5.086	neither
69	134	1364	143	1111223243243434	1234121312423344	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	6	0.025	3229	1112341223234344	1231114232432434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.028	first_orientation_only
70	136	1501	145	1111223243324344	1234121312342434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.018	5132	1121234233412344	1213211323244434	1	fallback_evaluated_by_x_component_coloring	no		1	6	4.095	neither
71	138	1398	148	1111223243342434	1234121312324344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.010	3410	1112342324123344	1231112232443434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.442	neither
72	139	399	149	1111223243344234	1234121312323444	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.006	454	1111234232423434	1234111223243344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.211	neither
73	142	571	152	1111223243432344	1234121312234434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.047	687	1112123423342434	1231421132324344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.168	neither
74	144	398	154	1111223243434234	1234121312233444	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.054	453	1111234232423344	1234111223243434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.037	neither
75	145	1103	156	1111223322343444	1234121234314234	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.037	2097	1112234123434234	1231211432233444	-1	fallback_evaluated_by_x_component_coloring	no		1	7	5.716	neither
76	146	1328	157	1111223322344344	1234121234312434	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.054	3075	1112324123434234	1231121432233444	1	fallback_evaluated_by_x_component_coloring	no		1	7	5.414	neither
77	148	1451	165	1111223323243444	1234121233414234	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.045	4395	1121223412343434	1213231144223344	-1	fallback_evaluated_by_x_component_coloring	no		1	7	7.363	neither
78	149	1485	166	1111223323244344	1234121233412434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.056	4779	1121232412343434	1213213144223344	1	fallback_evaluated_by_x_component_coloring	no		1	7	6.030	neither
79	151	873	168	1111223323423444	1234121233144234	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.038	1425	1112223412343434	1231231144223344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.491	neither
80	152	1024	169	1111223323424344	1234121233142434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.036	1809	1112232412343434	1231213144223344	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.609	neither
81	155	1340	172	1111223323442434	1234121233124344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.007	3101	1112324212343434	1231121344223344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.104	neither
82	157	1461	174	1111223324233444	1234121231434234	-1	fallback_evaluated_by_x_component_coloring	no		2	1	0.113	4488	1121231234342344	1213214321324434	1	fallback_evaluated_by_x_component_coloring	no		1	7	5.874	neither
83	158	908	175	1111223324234344	1234121231432434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.050	1518	1112231234342344	1231214321324434	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.415	neither
84	160	1476	177	1111223324243344	1234121231423434	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.069	4593	1121231423434234	1213214132233444	-1	fallback_evaluated_by_x_component_coloring	no		1	7	5.723	neither
85	162	1202	179	1111223324323444	1234121231344234	1	fallback_evaluated_by_x_component_coloring	no		2	1	0.016	2362	1112312342423434	1231142213243344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.699	neither
86	165	563	182	1111223324342344	1234121231324434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.530	679	1112123423234344	1231421132432434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.193	neither
87	167	396	184	1111223324344234	1234121231323444	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.009	451	1111234232342434	1234111223324344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.223	neither
88	170	590	187	1111223324432344	1234121231234434	-1	fallback_evaluated_by_x_component_coloring	no		1	0	0.007	714	1112123434234234	1231421122333444	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.390	neither
89	172	395	189	1111223324434234	1234121231233444	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.008	450	1111234232342344	1234111223324434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.203	neither
90	173	1439	190	1111223342233444	1234121213434234	1	fallback_evaluated_by_x_component_coloring	no		2	1	0.026	4146	1121213434234234	1213241122333444	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.112	neither
91	175	1245	192	1111223342234434	1234121213432344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.007	2497	1112321234342434	1231124321324344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	2.400	neither
92	177	1383	194	1111223342243434	1234121213423344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.010	3364	1112342312234344	1231112243432434	1	fallback_evaluated_by_x_component_coloring	no		2	4	3.044	neither
93	178	1201	195	1111223342323444	1234121213344234	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.067	2361	1112312342423344	1231142213243434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.192	neither
94	181	562	198	1111223342342344	1234121213324434	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.242	678	1112123423233444	1231421132434234	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.221	neither
95	182	976	199	1111223342342434	1234121213324344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.505	1650	1112232123434344	1231213442132434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.193	neither
96	183	394	200	1111223342344234	1234121213323444	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.024	449	1111234232324434	1234111223342344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.032	neither
97	186	589	203	1111223342432344	1234121213234434	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.002	713	1112123434232434	1231421122334344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.219	neither
98	188	393	205	1111223342434234	1234121213233444	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.033	448	1111234232324344	1234111223342434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.052	neither
99	189	1418	206	1111223344223344	1234121212343434	1	fallback_evaluated_by_x_component_coloring	no		1	0	0.005	3978	1121212343434234	1213243112233444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.187	neither
100	190	766	207	1111223344223434	1234121212343344	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.004	1008	1112212343434234	1231243112233444	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.023	neither
101	192	1395	209	1111223344232434	1234121212334344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.008	3401	1112342323124344	1231112233442434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.035	neither
102	196	1284	213	1111223422334434	1234121134232344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.031	2946	1112323234412344	1231122331244434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	0.957	neither
103	197	1262	214	1111223422343344	1234121134223434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.027	2770	1112322343412344	1231123213244434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	0.998	neither
104	198	1042	215	1111223422343434	1234121134223344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.173	1876	1112233123424434	1231212433142344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.100	neither
105	200	905	217	1111223423234344	1234121132432434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.203	1513	1112231234243344	1231214321423434	1	fallback_evaluated_by_x_component_coloring	no		2	4	3.282	neither
106	201	1056	218	1111223423234434	1234121132432344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.209	1968	1112233234412344	1231212331244434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.100	neither
107	205	1137	222	1111223423324344	1234121132342434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.033	2162	1112234233412344	1231211323244434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.672	neither
108	209	391	226	1111223423344234	1234121132323444	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.021	446	1111234232243434	1234111223423344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.037	neither
109	212	569	229	1111223423432344	1234121132234434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.221	685	1112123423324434	1231421132342344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.033	neither
110	213	893	230	1111223423432434	1234121132234344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.026	1473	1112223434312344	1231231122344434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.030	neither
111	214	390	231	1111223423434234	1234121132233444	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.260	445	1111234232243344	1234111223423434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.004	neither
112	216	1246	234	1111223432234434	1234121123432344	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.003	2498	1112321234344234	1231124321323444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.111	neither
113	217	1203	237	1111223432323444	1234121123344234	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.006	2363	1112312342432344	1231142213234434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.145	neither
114	219	1352	239	1111223432324434	1234121123342344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.004	3149	1112324234312344	1231121322344434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.139	neither
115	220	567	240	1111223432342344	1234121123324434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.188	683	1112123423323444	1231421132344234	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.031	neither
116	221	977	241	1111223432342434	1234121123324344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.018	1651	1112232123434434	1231213442132344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.026	neither
117	228	1160	248	1111223434223344	1234121122343434	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.002	2241	1112234342312344	1231211223344434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.030	neither
118	229	765	249	1111223434223434	1234121122343344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.005	1007	1112212343432434	1231243112234344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.006	neither
119	235	1146	259	1111232223434434	1234112342132344	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.008	2185	1112234312344234	1231211243323444	-1	fallback_evaluated_by_x_component_coloring	no		1	6	2.547	neither
120	236	1355	261	1111232223443434	1234112342123344	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.012	3163	1112324312344234	1231121243323444	1	fallback_evaluated_by_x_component_coloring	no		1	6	2.669	neither
121	238	1327	269	1111232232344344	1234112324312434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.014	3073	1112324123432344	1231121432234434	-1	fallback_evaluated_by_x_component_coloring	no		1	6	2.478	neither
122	241	1332	273	1111232232434434	1234112324132344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.012	3086	1112324132344234	1231121423323444	-1	fallback_evaluated_by_x_component_coloring	no		1	6	2.565	neither
123	242	1324	275	1111232232443434	1234112324123344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.015	3070	1112324123344234	1231121432323444	1	fallback_evaluated_by_x_component_coloring	no		1	6	2.418	neither
124	247	1274	282	1111232233424434	1234112323142344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.015	2884	1112323142344234	1231122413323444	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.669	neither
125	253	884	288	1111232234234434	1234112321432344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.032	1444	1112223431234434	1231231124432344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.237	neither
126	254	1128	289	1111232234243344	1234112321423434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.015	2142	1112234231234434	1231211324432344	1	fallback_evaluated_by_x_component_coloring	no		1	6	4.100	neither
127	255	1033	290	1111232234243434	1234112321423344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.034	1828	1112232431234434	1231213124432344	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.831	neither
128	256	1195	291	1111232234323444	1234112321344234	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.011	2352	1112312342234434	1231142213432344	1	fallback_evaluated_by_x_component_coloring	no		1	5	0.811	neither
129	257	1261	292	1111232234324344	1234112321342434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.025	2575	1112321342434234	1231124213233444	-1	fallback_evaluated_by_x_component_coloring	no		1	5	0.899	neither
130	264	582	299	1111232234432344	1234112321234434	1	fallback_evaluated_by_x_component_coloring	no		1	1	0.005	704	1112123432344234	1231421123323444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.115	neither
131	268	1230	304	1111232242334434	1234112314232344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.034	2444	1112314232344234	1231141223323444	1	fallback_evaluated_by_x_component_coloring	no		1	6	2.781	neither
132	269	1223	305	1111232242343344	1234112314223434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.020	2433	1112314223434234	1231141232233444	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.798	neither
133	270	1043	306	1111232242343434	1234112314223344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.028	1877	1112233123442344	1231212433124434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.884	neither
134	271	1221	307	1111232243233444	1234112312434234	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.069	2412	1112312434234234	1231142122333444	1	fallback_evaluated_by_x_component_coloring	no		1	7	6.726	neither
135	274	1216	310	1111232243243344	1234112312423434	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	3	3	0.033	2391	1112312423434234	1231142132233444	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.086	first_orientation_only
136	275	1212	311	1111232243243434	1234112312423344	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	5	0.011	2386	1112312423344234	1231142132323444	-1	fallback_evaluated_by_x_component_coloring	no		1	5	0.897	first_orientation_only
137	276	1205	312	1111232243323444	1234112312344234	-1	fallback_evaluated_by_x_component_coloring	no		1	0	0.008	2370	1112312344234234	1231142212333444	1	fallback_evaluated_by_x_component_coloring	no		1	6	4.489	neither
138	277	580	315	1111232243342344	1234112312324434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.006	702	1112123432342344	1231421123324434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.290	neither
139	279	383	317	1111232243344234	1234112312323444	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.009	438	1111234223423434	1234111232243344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.215	neither
140	280	1183	318	1111232243423344	1234112312243434	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.055	2314	1112312243434234	1231142312233444	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.145	neither
141	281	757	319	1111232243423434	1234112312243344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.535	994	1112212343234344	1231243112432434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.090	neither
142	283	1173	321	1111232243432434	1234112312234344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.010	2288	1112312234344234	1231142321323444	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.144	neither
