index	original_representative	transpose_word	original_tableau	transpose_tableau
515	1112123243342344	1231421312324434	[[1,2,3,5],[4,6,8,13],[7,10,11,14],[9,12,15,16]]	[[1,4,7,9],[2,6,10,12],[3,8,11,15],[5,13,14,16]]
516	1112123243344234	1231421312323444	[[1,2,3,5],[4,6,8,14],[7,10,11,15],[9,12,13,16]]	[[1,4,7,9],[2,6,10,12],[3,8,11,13],[5,14,15,16]]
517	1112123243423344	1231421312243434	[[1,2,3,5],[4,6,8,12],[7,10,13,14],[9,11,15,16]]	[[1,4,7,9],[2,6,10,11],[3,8,13,15],[5,12,14,16]]
518	1112123243423434	1231421312243344	[[1,2,3,5],[4,6,8,12],[7,10,13,15],[9,11,14,16]]	[[1,4,7,9],[2,6,10,11],[3,8,13,14],[5,12,15,16]]
519	1112123243432344	1231421312234434	[[1,2,3,5],[4,6,8,13],[7,10,12,14],[9,11,15,16]]	[[1,4,7,9],[2,6,10,11],[3,8,12,15],[5,13,14,16]]
520	1112123243432434	1231421312234344	[[1,2,3,5],[4,6,8,13],[7,10,12,15],[9,11,14,16]]	[[1,4,7,9],[2,6,10,11],[3,8,12,14],[5,13,15,16]]
521	1112123243434234	1231421312233444	[[1,2,3,5],[4,6,8,14],[7,10,12,15],[9,11,13,16]]	[[1,4,7,9],[2,6,10,11],[3,8,12,13],[5,14,15,16]]
522	1112123323243444	1231421233414234	[[1,2,3,5],[4,6,9,11],[7,8,10,13],[12,14,15,16]]	[[1,4,7,12],[2,6,8,14],[3,9,10,15],[5,11,13,16]]
523	1112123323244344	1231421233412434	[[1,2,3,5],[4,6,9,11],[7,8,10,14],[12,13,15,16]]	[[1,4,7,12],[2,6,8,13],[3,9,10,15],[5,11,14,16]]
524	1112123323423444	1231421233144234	[[1,2,3,5],[4,6,9,12],[7,8,10,13],[11,14,15,16]]	[[1,4,7,11],[2,6,8,14],[3,9,10,15],[5,12,13,16]]
525	1112123323424344	1231421233142434	[[1,2,3,5],[4,6,9,12],[7,8,10,14],[11,13,15,16]]	[[1,4,7,11],[2,6,8,13],[3,9,10,15],[5,12,14,16]]
526	1112123323424434	1231421233142344	[[1,2,3,5],[4,6,9,12],[7,8,10,15],[11,13,14,16]]	[[1,4,7,11],[2,6,8,13],[3,9,10,14],[5,12,15,16]]
527	1112123323442344	1231421233124434	[[1,2,3,5],[4,6,9,13],[7,8,10,14],[11,12,15,16]]	[[1,4,7,11],[2,6,8,12],[3,9,10,15],[5,13,14,16]]
528	1112123323442434	1231421233124344	[[1,2,3,5],[4,6,9,13],[7,8,10,15],[11,12,14,16]]	[[1,4,7,11],[2,6,8,12],[3,9,10,14],[5,13,15,16]]
529	1112123324323444	1231421231344234	[[1,2,3,5],[4,6,9,12],[7,8,11,13],[10,14,15,16]]	[[1,4,7,10],[2,6,8,14],[3,9,11,15],[5,12,13,16]]
530	1112123324324344	1231421231342434	[[1,2,3,5],[4,6,9,12],[7,8,11,14],[10,13,15,16]]	[[1,4,7,10],[2,6,8,13],[3,9,11,15],[5,12,14,16]]
531	1112123324324434	1231421231342344	[[1,2,3,5],[4,6,9,12],[7,8,11,15],[10,13,14,16]]	[[1,4,7,10],[2,6,8,13],[3,9,11,14],[5,12,15,16]]
532	1112123324342344	1231421231324434	[[1,2,3,5],[4,6,9,13],[7,8,11,14],[10,12,15,16]]	[[1,4,7,10],[2,6,8,12],[3,9,11,15],[5,13,14,16]]
533	1112123324342434	1231421231324344	[[1,2,3,5],[4,6,9,13],[7,8,11,15],[10,12,14,16]]	[[1,4,7,10],[2,6,8,12],[3,9,11,14],[5,13,15,16]]
534	1112123324344234	1231421231323444	[[1,2,3,5],[4,6,9,14],[7,8,11,15],[10,12,13,16]]	[[1,4,7,10],[2,6,8,12],[3,9,11,13],[5,14,15,16]]
535	1112123324423344	1231421231243434	[[1,2,3,5],[4,6,9,12],[7,8,13,14],[10,11,15,16]]	[[1,4,7,10],[2,6,8,11],[3,9,13,15],[5,12,14,16]]
536	1112123324423434	1231421231243344	[[1,2,3,5],[4,6,9,12],[7,8,13,15],[10,11,14,16]]	[[1,4,7,10],[2,6,8,11],[3,9,13,14],[5,12,15,16]]
537	1112123324434234	1231421231233444	[[1,2,3,5],[4,6,9,14],[7,8,12,15],[10,11,13,16]]	[[1,4,7,10],[2,6,8,11],[3,9,12,13],[5,14,15,16]]
538	1112123342233444	1231421213434234	[[1,2,3,5],[4,6,10,11],[7,8,12,13],[9,14,15,16]]	[[1,4,7,9],[2,6,8,14],[3,10,12,15],[5,11,13,16]]
539	1112123342234344	1231421213432434	[[1,2,3,5],[4,6,10,11],[7,8,12,14],[9,13,15,16]]	[[1,4,7,9],[2,6,8,13],[3,10,12,15],[5,11,14,16]]
540	1112123342234434	1231421213432344	[[1,2,3,5],[4,6,10,11],[7,8,12,15],[9,13,14,16]]	[[1,4,7,9],[2,6,8,13],[3,10,12,14],[5,11,15,16]]
541	1112123342243344	1231421213423434	[[1,2,3,5],[4,6,10,11],[7,8,13,14],[9,12,15,16]]	[[1,4,7,9],[2,6,8,12],[3,10,13,15],[5,11,14,16]]
542	1112123342243434	1231421213423344	[[1,2,3,5],[4,6,10,11],[7,8,13,15],[9,12,14,16]]	[[1,4,7,9],[2,6,8,12],[3,10,13,14],[5,11,15,16]]
543	1112123342323444	1231421213344234	[[1,2,3,5],[4,6,10,12],[7,8,11,13],[9,14,15,16]]	[[1,4,7,9],[2,6,8,14],[3,10,11,15],[5,12,13,16]]
544	1112123342324344	1231421213342434	[[1,2,3,5],[4,6,10,12],[7,8,11,14],[9,13,15,16]]	[[1,4,7,9],[2,6,8,13],[3,10,11,15],[5,12,14,16]]
545	1112123342324434	1231421213342344	[[1,2,3,5],[4,6,10,12],[7,8,11,15],[9,13,14,16]]	[[1,4,7,9],[2,6,8,13],[3,10,11,14],[5,12,15,16]]
546	1112123342342344	1231421213324434	[[1,2,3,5],[4,6,10,13],[7,8,11,14],[9,12,15,16]]	[[1,4,7,9],[2,6,8,12],[3,10,11,15],[5,13,14,16]]
547	1112123342342434	1231421213324344	[[1,2,3,5],[4,6,10,13],[7,8,11,15],[9,12,14,16]]	[[1,4,7,9],[2,6,8,12],[3,10,11,14],[5,13,15,16]]
548	1112123342344234	1231421213323444	[[1,2,3,5],[4,6,10,14],[7,8,11,15],[9,12,13,16]]	[[1,4,7,9],[2,6,8,12],[3,10,11,13],[5,14,15,16]]
549	1112123342423344	1231421213243434	[[1,2,3,5],[4,6,10,12],[7,8,13,14],[9,11,15,16]]	[[1,4,7,9],[2,6,8,11],[3,10,13,15],[5,12,14,16]]
550	1112123342423434	1231421213243344	[[1,2,3,5],[4,6,10,12],[7,8,13,15],[9,11,14,16]]	[[1,4,7,9],[2,6,8,11],[3,10,13,14],[5,12,15,16]]
551	1112123342432344	1231421213234434	[[1,2,3,5],[4,6,10,13],[7,8,12,14],[9,11,15,16]]	[[1,4,7,9],[2,6,8,11],[3,10,12,15],[5,13,14,16]]
552	1112123342432434	1231421213234344	[[1,2,3,5],[4,6,10,13],[7,8,12,15],[9,11,14,16]]	[[1,4,7,9],[2,6,8,11],[3,10,12,14],[5,13,15,16]]
553	1112123342434234	1231421213233444	[[1,2,3,5],[4,6,10,14],[7,8,12,15],[9,11,13,16]]	[[1,4,7,9],[2,6,8,11],[3,10,12,13],[5,14,15,16]]
554	1112123344232344	1231421212334434	[[1,2,3,5],[4,6,11,13],[7,8,12,14],[9,10,15,16]]	[[1,4,7,9],[2,6,8,10],[3,11,12,15],[5,13,14,16]]
555	1112123344232434	1231421212334344	[[1,2,3,5],[4,6,11,13],[7,8,12,15],[9,10,14,16]]	[[1,4,7,9],[2,6,8,10],[3,11,12,14],[5,13,15,16]]
556	1112123344234234	1231421212333444	[[1,2,3,5],[4,6,11,14],[7,8,12,15],[9,10,13,16]]	[[1,4,7,9],[2,6,8,10],[3,11,12,13],[5,14,15,16]]
557	1112123422333444	1231421134234234	[[1,2,3,5],[4,6,9,10],[7,11,12,13],[8,14,15,16]]	[[1,4,7,8],[2,6,11,14],[3,9,12,15],[5,10,13,16]]
558	1112123422334344	1231421134232434	[[1,2,3,5],[4,6,9,10],[7,11,12,14],[8,13,15,16]]	[[1,4,7,8],[2,6,11,13],[3,9,12,15],[5,10,14,16]]
559	1112123422334434	1231421134232344	[[1,2,3,5],[4,6,9,10],[7,11,12,15],[8,13,14,16]]	[[1,4,7,8],[2,6,11,13],[3,9,12,14],[5,10,15,16]]
560	1112123422343344	1231421134223434	[[1,2,3,5],[4,6,9,10],[7,11,13,14],[8,12,15,16]]	[[1,4,7,8],[2,6,11,12],[3,9,13,15],[5,10,14,16]]
561	1112123422343434	1231421134223344	[[1,2,3,5],[4,6,9,10],[7,11,13,15],[8,12,14,16]]	[[1,4,7,8],[2,6,11,12],[3,9,13,14],[5,10,15,16]]
562	1112123423233444	1231421132434234	[[1,2,3,5],[4,6,9,11],[7,10,12,13],[8,14,15,16]]	[[1,4,7,8],[2,6,10,14],[3,9,12,15],[5,11,13,16]]
563	1112123423234344	1231421132432434	[[1,2,3,5],[4,6,9,11],[7,10,12,14],[8,13,15,16]]	[[1,4,7,8],[2,6,10,13],[3,9,12,15],[5,11,14,16]]
564	1112123423234434	1231421132432344	[[1,2,3,5],[4,6,9,11],[7,10,12,15],[8,13,14,16]]	[[1,4,7,8],[2,6,10,13],[3,9,12,14],[5,11,15,16]]
565	1112123423243344	1231421132423434	[[1,2,3,5],[4,6,9,11],[7,10,13,14],[8,12,15,16]]	[[1,4,7,8],[2,6,10,12],[3,9,13,15],[5,11,14,16]]
566	1112123423243434	1231421132423344	[[1,2,3,5],[4,6,9,11],[7,10,13,15],[8,12,14,16]]	[[1,4,7,8],[2,6,10,12],[3,9,13,14],[5,11,15,16]]
567	1112123423323444	1231421132344234	[[1,2,3,5],[4,6,9,12],[7,10,11,13],[8,14,15,16]]	[[1,4,7,8],[2,6,10,14],[3,9,11,15],[5,12,13,16]]
568	1112123423324344	1231421132342434	[[1,2,3,5],[4,6,9,12],[7,10,11,14],[8,13,15,16]]	[[1,4,7,8],[2,6,10,13],[3,9,11,15],[5,12,14,16]]
569	1112123423324434	1231421132342344	[[1,2,3,5],[4,6,9,12],[7,10,11,15],[8,13,14,16]]	[[1,4,7,8],[2,6,10,13],[3,9,11,14],[5,12,15,16]]
570	1112123423342344	1231421132324434	[[1,2,3,5],[4,6,9,13],[7,10,11,14],[8,12,15,16]]	[[1,4,7,8],[2,6,10,12],[3,9,11,15],[5,13,14,16]]
571	1112123423342434	1231421132324344	[[1,2,3,5],[4,6,9,13],[7,10,11,15],[8,12,14,16]]	[[1,4,7,8],[2,6,10,12],[3,9,11,14],[5,13,15,16]]
572	1112123423344234	1231421132323444	[[1,2,3,5],[4,6,9,14],[7,10,11,15],[8,12,13,16]]	[[1,4,7,8],[2,6,10,12],[3,9,11,13],[5,14,15,16]]
573	1112123423423344	1231421132243434	[[1,2,3,5],[4,6,9,12],[7,10,13,14],[8,11,15,16]]	[[1,4,7,8],[2,6,10,11],[3,9,13,15],[5,12,14,16]]
574	1112123423423434	1231421132243344	[[1,2,3,5],[4,6,9,12],[7,10,13,15],[8,11,14,16]]	[[1,4,7,8],[2,6,10,11],[3,9,13,14],[5,12,15,16]]
575	1112123423432344	1231421132234434	[[1,2,3,5],[4,6,9,13],[7,10,12,14],[8,11,15,16]]	[[1,4,7,8],[2,6,10,11],[3,9,12,15],[5,13,14,16]]
576	1112123423432434	1231421132234344	[[1,2,3,5],[4,6,9,13],[7,10,12,15],[8,11,14,16]]	[[1,4,7,8],[2,6,10,11],[3,9,12,14],[5,13,15,16]]
577	1112123423434234	1231421132233444	[[1,2,3,5],[4,6,9,14],[7,10,12,15],[8,11,13,16]]	[[1,4,7,8],[2,6,10,11],[3,9,12,13],[5,14,15,16]]
578	1112123432324344	1231421123342434	[[1,2,3,5],[4,6,10,12],[7,9,11,14],[8,13,15,16]]	[[1,4,7,8],[2,6,9,13],[3,10,11,15],[5,12,14,16]]
579	1112123432324434	1231421123342344	[[1,2,3,5],[4,6,10,12],[7,9,11,15],[8,13,14,16]]	[[1,4,7,8],[2,6,9,13],[3,10,11,14],[5,12,15,16]]
580	1112123432342344	1231421123324434	[[1,2,3,5],[4,6,10,13],[7,9,11,14],[8,12,15,16]]	[[1,4,7,8],[2,6,9,12],[3,10,11,15],[5,13,14,16]]
581	1112123432342434	1231421123324344	[[1,2,3,5],[4,6,10,13],[7,9,11,15],[8,12,14,16]]	[[1,4,7,8],[2,6,9,12],[3,10,11,14],[5,13,15,16]]
582	1112123432344234	1231421123323444	[[1,2,3,5],[4,6,10,14],[7,9,11,15],[8,12,13,16]]	[[1,4,7,8],[2,6,9,12],[3,10,11,13],[5,14,15,16]]
583	1112123432432344	1231421123234434	[[1,2,3,5],[4,6,10,13],[7,9,12,14],[8,11,15,16]]	[[1,4,7,8],[2,6,9,11],[3,10,12,15],[5,13,14,16]]
584	1112123432432434	1231421123234344	[[1,2,3,5],[4,6,10,13],[7,9,12,15],[8,11,14,16]]	[[1,4,7,8],[2,6,9,11],[3,10,12,14],[5,13,15,16]]
585	1112123432434234	1231421123233444	[[1,2,3,5],[4,6,10,14],[7,9,12,15],[8,11,13,16]]	[[1,4,7,8],[2,6,9,11],[3,10,12,13],[5,14,15,16]]
586	1112123434223344	1231421122343434	[[1,2,3,5],[4,6,11,12],[7,9,13,14],[8,10,15,16]]	[[1,4,7,8],[2,6,9,10],[3,11,13,15],[5,12,14,16]]
587	1112123434223434	1231421122343344	[[1,2,3,5],[4,6,11,12],[7,9,13,15],[8,10,14,16]]	[[1,4,7,8],[2,6,9,10],[3,11,13,14],[5,12,15,16]]
588	1112123434232344	1231421122334434	[[1,2,3,5],[4,6,11,13],[7,9,12,14],[8,10,15,16]]	[[1,4,7,8],[2,6,9,10],[3,11,12,15],[5,13,14,16]]
589	1112123434232434	1231421122334344	[[1,2,3,5],[4,6,11,13],[7,9,12,15],[8,10,14,16]]	[[1,4,7,8],[2,6,9,10],[3,11,12,14],[5,13,15,16]]
590	1112123434234234	1231421122333444	[[1,2,3,5],[4,6,11,14],[7,9,12,15],[8,10,13,16]]	[[1,4,7,8],[2,6,9,10],[3,11,12,13],[5,14,15,16]]
591	1112132232433444	1231412324134234	[[1,2,3,5],[4,7,8,10],[6,9,12,13],[11,14,15,16]]	[[1,4,6,11],[2,7,9,14],[3,8,12,15],[5,10,13,16]]
592	1112132232434344	1231412324132434	[[1,2,3,5],[4,7,8,10],[6,9,12,14],[11,13,15,16]]	[[1,4,6,11],[2,7,9,13],[3,8,12,15],[5,10,14,16]]
593	1112132232434434	1231412324132344	[[1,2,3,5],[4,7,8,10],[6,9,12,15],[11,13,14,16]]	[[1,4,6,11],[2,7,9,13],[3,8,12,14],[5,10,15,16]]
594	1112132233243444	1231412323414234	[[1,2,3,5],[4,7,8,11],[6,9,10,13],[12,14,15,16]]	[[1,4,6,12],[2,7,9,14],[3,8,10,15],[5,11,13,16]]
595	1112132233423444	1231412323144234	[[1,2,3,5],[4,7,8,12],[6,9,10,13],[11,14,15,16]]	[[1,4,6,11],[2,7,9,14],[3,8,10,15],[5,12,13,16]]
596	1112132233424344	1231412323142434	[[1,2,3,5],[4,7,8,12],[6,9,10,14],[11,13,15,16]]	[[1,4,6,11],[2,7,9,13],[3,8,10,15],[5,12,14,16]]
597	1112132233424434	1231412323142344	[[1,2,3,5],[4,7,8,12],[6,9,10,15],[11,13,14,16]]	[[1,4,6,11],[2,7,9,13],[3,8,10,14],[5,12,15,16]]
598	1112132233442344	1231412323124434	[[1,2,3,5],[4,7,8,13],[6,9,10,14],[11,12,15,16]]	[[1,4,6,11],[2,7,9,12],[3,8,10,15],[5,13,14,16]]
599	1112132233442434	1231412323124344	[[1,2,3,5],[4,7,8,13],[6,9,10,15],[11,12,14,16]]	[[1,4,6,11],[2,7,9,12],[3,8,10,14],[5,13,15,16]]
600	1112132234233444	1231412321434234	[[1,2,3,5],[4,7,8,11],[6,9,12,13],[10,14,15,16]]	[[1,4,6,10],[2,7,9,14],[3,8,12,15],[5,11,13,16]]
601	1112132234234344	1231412321432434	[[1,2,3,5],[4,7,8,11],[6,9,12,14],[10,13,15,16]]	[[1,4,6,10],[2,7,9,13],[3,8,12,15],[5,11,14,16]]
602	1112132234234434	1231412321432344	[[1,2,3,5],[4,7,8,11],[6,9,12,15],[10,13,14,16]]	[[1,4,6,10],[2,7,9,13],[3,8,12,14],[5,11,15,16]]
603	1112132234243344	1231412321423434	[[1,2,3,5],[4,7,8,11],[6,9,13,14],[10,12,15,16]]	[[1,4,6,10],[2,7,9,12],[3,8,13,15],[5,11,14,16]]
604	1112132234243434	1231412321423344	[[1,2,3,5],[4,7,8,11],[6,9,13,15],[10,12,14,16]]	[[1,4,6,10],[2,7,9,12],[3,8,13,14],[5,11,15,16]]
605	1112132234323444	1231412321344234	[[1,2,3,5],[4,7,8,12],[6,9,11,13],[10,14,15,16]]	[[1,4,6,10],[2,7,9,14],[3,8,11,15],[5,12,13,16]]
606	1112132234324344	1231412321342434	[[1,2,3,5],[4,7,8,12],[6,9,11,14],[10,13,15,16]]	[[1,4,6,10],[2,7,9,13],[3,8,11,15],[5,12,14,16]]
607	1112132234324434	1231412321342344	[[1,2,3,5],[4,7,8,12],[6,9,11,15],[10,13,14,16]]	[[1,4,6,10],[2,7,9,13],[3,8,11,14],[5,12,15,16]]
608	1112132234342344	1231412321324434	[[1,2,3,5],[4,7,8,13],[6,9,11,14],[10,12,15,16]]	[[1,4,6,10],[2,7,9,12],[3,8,11,15],[5,13,14,16]]
609	1112132234342434	1231412321324344	[[1,2,3,5],[4,7,8,13],[6,9,11,15],[10,12,14,16]]	[[1,4,6,10],[2,7,9,12],[3,8,11,14],[5,13,15,16]]
610	1112132234344234	1231412321323444	[[1,2,3,5],[4,7,8,14],[6,9,11,15],[10,12,13,16]]	[[1,4,6,10],[2,7,9,12],[3,8,11,13],[5,14,15,16]]
611	1112132234423344	1231412321243434	[[1,2,3,5],[4,7,8,12],[6,9,13,14],[10,11,15,16]]	[[1,4,6,10],[2,7,9,11],[3,8,13,15],[5,12,14,16]]
612	1112132234423434	1231412321243344	[[1,2,3,5],[4,7,8,12],[6,9,13,15],[10,11,14,16]]	[[1,4,6,10],[2,7,9,11],[3,8,13,14],[5,12,15,16]]
613	1112132243233444	1231412312434234	[[1,2,3,5],[4,7,8,11],[6,10,12,13],[9,14,15,16]]	[[1,4,6,9],[2,7,10,14],[3,8,12,15],[5,11,13,16]]
614	1112132243234344	1231412312432434	[[1,2,3,5],[4,7,8,11],[6,10,12,14],[9,13,15,16]]	[[1,4,6,9],[2,7,10,13],[3,8,12,15],[5,11,14,16]]
615	1112132243234434	1231412312432344	[[1,2,3,5],[4,7,8,11],[6,10,12,15],[9,13,14,16]]	[[1,4,6,9],[2,7,10,13],[3,8,12,14],[5,11,15,16]]
616	1112132243243344	1231412312423434	[[1,2,3,5],[4,7,8,11],[6,10,13,14],[9,12,15,16]]	[[1,4,6,9],[2,7,10,12],[3,8,13,15],[5,11,14,16]]
617	1112132243243434	1231412312423344	[[1,2,3,5],[4,7,8,11],[6,10,13,15],[9,12,14,16]]	[[1,4,6,9],[2,7,10,12],[3,8,13,14],[5,11,15,16]]
618	1112132243344234	1231412312323444	[[1,2,3,5],[4,7,8,14],[6,10,11,15],[9,12,13,16]]	[[1,4,6,9],[2,7,10,12],[3,8,11,13],[5,14,15,16]]
619	1112132243423344	1231412312243434	[[1,2,3,5],[4,7,8,12],[6,10,13,14],[9,11,15,16]]	[[1,4,6,9],[2,7,10,11],[3,8,13,15],[5,12,14,16]]
620	1112132243423434	1231412312243344	[[1,2,3,5],[4,7,8,12],[6,10,13,15],[9,11,14,16]]	[[1,4,6,9],[2,7,10,11],[3,8,13,14],[5,12,15,16]]
621	1112132243432344	1231412312234434	[[1,2,3,5],[4,7,8,13],[6,10,12,14],[9,11,15,16]]	[[1,4,6,9],[2,7,10,11],[3,8,12,15],[5,13,14,16]]
622	1112132243432434	1231412312234344	[[1,2,3,5],[4,7,8,13],[6,10,12,15],[9,11,14,16]]	[[1,4,6,9],[2,7,10,11],[3,8,12,14],[5,13,15,16]]
623	1112132243434234	1231412312233444	[[1,2,3,5],[4,7,8,14],[6,10,12,15],[9,11,13,16]]	[[1,4,6,9],[2,7,10,11],[3,8,12,13],[5,14,15,16]]
624	1112132322343444	1231412234314234	[[1,2,3,5],[4,7,9,10],[6,8,11,13],[12,14,15,16]]	[[1,4,6,12],[2,7,8,14],[3,9,11,15],[5,10,13,16]]
625	1112132322433444	1231412234134234	[[1,2,3,5],[4,7,9,10],[6,8,12,13],[11,14,15,16]]	[[1,4,6,11],[2,7,8,14],[3,9,12,15],[5,10,13,16]]
626	1112132322434344	1231412234132434	[[1,2,3,5],[4,7,9,10],[6,8,12,14],[11,13,15,16]]	[[1,4,6,11],[2,7,8,13],[3,9,12,15],[5,10,14,16]]
627	1112132322434434	1231412234132344	[[1,2,3,5],[4,7,9,10],[6,8,12,15],[11,13,14,16]]	[[1,4,6,11],[2,7,8,13],[3,9,12,14],[5,10,15,16]]
628	1112132323243444	1231412233414234	[[1,2,3,5],[4,7,9,11],[6,8,10,13],[12,14,15,16]]	[[1,4,6,12],[2,7,8,14],[3,9,10,15],[5,11,13,16]]
629	1112132323423444	1231412233144234	[[1,2,3,5],[4,7,9,12],[6,8,10,13],[11,14,15,16]]	[[1,4,6,11],[2,7,8,14],[3,9,10,15],[5,12,13,16]]
630	1112132323424344	1231412233142434	[[1,2,3,5],[4,7,9,12],[6,8,10,14],[11,13,15,16]]	[[1,4,6,11],[2,7,8,13],[3,9,10,15],[5,12,14,16]]
631	1112132323424434	1231412233142344	[[1,2,3,5],[4,7,9,12],[6,8,10,15],[11,13,14,16]]	[[1,4,6,11],[2,7,8,13],[3,9,10,14],[5,12,15,16]]
632	1112132323442344	1231412233124434	[[1,2,3,5],[4,7,9,13],[6,8,10,14],[11,12,15,16]]	[[1,4,6,11],[2,7,8,12],[3,9,10,15],[5,13,14,16]]
633	1112132323442434	1231412233124344	[[1,2,3,5],[4,7,9,13],[6,8,10,15],[11,12,14,16]]	[[1,4,6,11],[2,7,8,12],[3,9,10,14],[5,13,15,16]]
634	1112132324233444	1231412231434234	[[1,2,3,5],[4,7,9,11],[6,8,12,13],[10,14,15,16]]	[[1,4,6,10],[2,7,8,14],[3,9,12,15],[5,11,13,16]]
635	1112132324234344	1231412231432434	[[1,2,3,5],[4,7,9,11],[6,8,12,14],[10,13,15,16]]	[[1,4,6,10],[2,7,8,13],[3,9,12,15],[5,11,14,16]]
636	1112132324234434	1231412231432344	[[1,2,3,5],[4,7,9,11],[6,8,12,15],[10,13,14,16]]	[[1,4,6,10],[2,7,8,13],[3,9,12,14],[5,11,15,16]]
637	1112132324243344	1231412231423434	[[1,2,3,5],[4,7,9,11],[6,8,13,14],[10,12,15,16]]	[[1,4,6,10],[2,7,8,12],[3,9,13,15],[5,11,14,16]]
638	1112132324243434	1231412231423344	[[1,2,3,5],[4,7,9,11],[6,8,13,15],[10,12,14,16]]	[[1,4,6,10],[2,7,8,12],[3,9,13,14],[5,11,15,16]]
639	1112132324323444	1231412231344234	[[1,2,3,5],[4,7,9,12],[6,8,11,13],[10,14,15,16]]	[[1,4,6,10],[2,7,8,14],[3,9,11,15],[5,12,13,16]]
640	1112132324324344	1231412231342434	[[1,2,3,5],[4,7,9,12],[6,8,11,14],[10,13,15,16]]	[[1,4,6,10],[2,7,8,13],[3,9,11,15],[5,12,14,16]]
641	1112132324324434	1231412231342344	[[1,2,3,5],[4,7,9,12],[6,8,11,15],[10,13,14,16]]	[[1,4,6,10],[2,7,8,13],[3,9,11,14],[5,12,15,16]]
642	1112132324342344	1231412231324434	[[1,2,3,5],[4,7,9,13],[6,8,11,14],[10,12,15,16]]	[[1,4,6,10],[2,7,8,12],[3,9,11,15],[5,13,14,16]]
643	1112132324342434	1231412231324344	[[1,2,3,5],[4,7,9,13],[6,8,11,15],[10,12,14,16]]	[[1,4,6,10],[2,7,8,12],[3,9,11,14],[5,13,15,16]]
644	1112132324344234	1231412231323444	[[1,2,3,5],[4,7,9,14],[6,8,11,15],[10,12,13,16]]	[[1,4,6,10],[2,7,8,12],[3,9,11,13],[5,14,15,16]]
645	1112132324423344	1231412231243434	[[1,2,3,5],[4,7,9,12],[6,8,13,14],[10,11,15,16]]	[[1,4,6,10],[2,7,8,11],[3,9,13,15],[5,12,14,16]]
646	1112132324423434	1231412231243344	[[1,2,3,5],[4,7,9,12],[6,8,13,15],[10,11,14,16]]	[[1,4,6,10],[2,7,8,11],[3,9,13,14],[5,12,15,16]]
647	1112132342233444	1231412213434234	[[1,2,3,5],[4,7,10,11],[6,8,12,13],[9,14,15,16]]	[[1,4,6,9],[2,7,8,14],[3,10,12,15],[5,11,13,16]]
648	1112132342234344	1231412213432434	[[1,2,3,5],[4,7,10,11],[6,8,12,14],[9,13,15,16]]	[[1,4,6,9],[2,7,8,13],[3,10,12,15],[5,11,14,16]]
649	1112132342234434	1231412213432344	[[1,2,3,5],[4,7,10,11],[6,8,12,15],[9,13,14,16]]	[[1,4,6,9],[2,7,8,13],[3,10,12,14],[5,11,15,16]]
650	1112132342243344	1231412213423434	[[1,2,3,5],[4,7,10,11],[6,8,13,14],[9,12,15,16]]	[[1,4,6,9],[2,7,8,12],[3,10,13,15],[5,11,14,16]]
651	1112132342243434	1231412213423344	[[1,2,3,5],[4,7,10,11],[6,8,13,15],[9,12,14,16]]	[[1,4,6,9],[2,7,8,12],[3,10,13,14],[5,11,15,16]]
652	1112132342323444	1231412213344234	[[1,2,3,5],[4,7,10,12],[6,8,11,13],[9,14,15,16]]	[[1,4,6,9],[2,7,8,14],[3,10,11,15],[5,12,13,16]]
653	1112132342324344	1231412213342434	[[1,2,3,5],[4,7,10,12],[6,8,11,14],[9,13,15,16]]	[[1,4,6,9],[2,7,8,13],[3,10,11,15],[5,12,14,16]]
654	1112132342324434	1231412213342344	[[1,2,3,5],[4,7,10,12],[6,8,11,15],[9,13,14,16]]	[[1,4,6,9],[2,7,8,13],[3,10,11,14],[5,12,15,16]]
655	1112132342342344	1231412213324434	[[1,2,3,5],[4,7,10,13],[6,8,11,14],[9,12,15,16]]	[[1,4,6,9],[2,7,8,12],[3,10,11,15],[5,13,14,16]]
656	1112132342342434	1231412213324344	[[1,2,3,5],[4,7,10,13],[6,8,11,15],[9,12,14,16]]	[[1,4,6,9],[2,7,8,12],[3,10,11,14],[5,13,15,16]]
657	1112132342344234	1231412213323444	[[1,2,3,5],[4,7,10,14],[6,8,11,15],[9,12,13,16]]	[[1,4,6,9],[2,7,8,12],[3,10,11,13],[5,14,15,16]]
658	1112132342423344	1231412213243434	[[1,2,3,5],[4,7,10,12],[6,8,13,14],[9,11,15,16]]	[[1,4,6,9],[2,7,8,11],[3,10,13,15],[5,12,14,16]]
659	1112132342423434	1231412213243344	[[1,2,3,5],[4,7,10,12],[6,8,13,15],[9,11,14,16]]	[[1,4,6,9],[2,7,8,11],[3,10,13,14],[5,12,15,16]]
660	1112132342432344	1231412213234434	[[1,2,3,5],[4,7,10,13],[6,8,12,14],[9,11,15,16]]	[[1,4,6,9],[2,7,8,11],[3,10,12,15],[5,13,14,16]]
661	1112132342432434	1231412213234344	[[1,2,3,5],[4,7,10,13],[6,8,12,15],[9,11,14,16]]	[[1,4,6,9],[2,7,8,11],[3,10,12,14],[5,13,15,16]]
662	1112132342434234	1231412213233444	[[1,2,3,5],[4,7,10,14],[6,8,12,15],[9,11,13,16]]	[[1,4,6,9],[2,7,8,11],[3,10,12,13],[5,14,15,16]]
